登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
043法000004,1,1,000,2,0430326,0430415,0430416,1冊2頁,,0,劉廣志,財團法人嘉義教會聚會所,0430415,嘉義市中正路八十三號,傳揚耶蘇基督真理經嘉義縣政府許可設立聲請為法人設立之登記,信徒劉廣志等七十六人捐助財產計有土地房屋桌椅等,嘉義縣政府嘉府民字第０三六一三代電核准,永久保存,93200,1,0430416,0430417,,,,,,,,,,
044法000006,1,1,焦沛澍,3,0440514,0440705,0440708,1冊3頁,,0,林洪漳,財團法人私立嘉義博愛救濟院,0440705,嘉義市公明路七五號,遵照社會救濟法規定辦理(1)安老所(2)施醫所(3)習藝所(4)其他經董事會議決認有需要之救濟設施以健全社會貢獻國家為宗旨,日據時代嘉義博愛會原有房地產,嘉義縣政府40年6月30日嘉府民字第35146號代電（內政部40年11月7日內社7620號代電准予備案）,永久保存,461773,1,0440705,0490802,,,,,,,,,,
045法000005,1,1,張鐮,4,0450217,0450228,0450301,3冊15頁,,0,張李德和,財團法人台灣省私立嘉義救濟院,0450228,嘉義市民族路三一七號,遵照社會救濟法規定辦理1、育幼所2、殘疾教養所3、安老所4、施醫所5、托 兒所。,,民國三十八年十月二四日嘉義市政府立案,無限其,480721,1,0450228,0450802,,,,,,,,,,
045法登000007,1,1,000,5,0450503,0450503,0450510,1冊5頁,,0,涂敏正,財團法人天主教會嘉義教區,0450503,雲林縣斗六鎮中華路一０九號,宣揚天主教教義及辦理社會教育並促進慈善事業。,由天主教會台灣教區與財團法人聖徒會移交及董事涂敏正捐助,四十五年三月十五日　台灣省政府肆伍府民一字第二七０二六號,,2400000,1,0450503,,,,,,,,,,,
047法000003,1,1,楊與齡,10,0470215,0470715,0470716,1冊10頁,,0,王舜緒,財團法人台灣糖業公司蒜頭糖廠職工福利委員會,0470715,嘉義縣六忶鄉工廠村,辦理職工福利事業,,四十二年十一月二十八日,無限期,5950,1,0470715,,,,,,,,,,,
047法000004,1,1,楊與齡,11,0470215,0470715,0480721,1冊11頁,,0,安君贊,財團法人台灣糖業股份有限公司南靖糖廠職工福利委員會,0470715,嘉義縣水上鄉靖和村南靖糖廠一號,辦理員工福利事業,由公司撥發及員工薪津內扣百分之零點五,四十一年九月六日,無限期,45753,1,0470715,,,,,,,,,,,
048法000010,1,1,楊與齡,9,0480523,0480604,0480607,1冊9頁,,0,王雪亭,財團法人台灣糖業公司大林糖廠職工福利委員會,0480604,嘉義縣大林鎮大糖里三九九號,辦理職工福利事業,按職工薪工津提撥二．五％,四十二年八月二六日,無限期,410000,1,0480604,,,,,,,,,,,
049法000005,2,1,林以長,13,0490304,0490304,0490307,1冊13頁,,0,黃芳來,社團法人中國佛教會台灣省嘉義縣支會,0490304,嘉義市成仁街一九九巷二號,整理教規  產宣揚教義福利社會,會員會費臨時籌募,嘉義縣政府  中華民國40年6月2日嘉字第65號立案證書,無限期,71677.94,1,0490304,,,,,,,,,,,
049法000010,2,1,董國銓,14,0490416,0490422,0490422,1冊14頁,,0,黃文陶,社團法人嘉義縣醫師公會,0490422,嘉義縣嘉義市大街里吳鳳路三四五號,遵奉  國交遺教實踐三民主義研究學術提高醫道及公共垐生,1、徵收會費。2、會員捐款。,嘉義縣政府  民國49年2月8日嘉字第201號立案證書（補發）,永久保存,90,1,0490722,0490422,,,,,,,,,,
050法000019,1,1,董國銓,20,0500620,0500622,0500628,1冊20頁,,0,楊石林,財團法人基督教會臺灣宣道長老會總會,0500622,臺灣省嘉義縣嘉義市延平街三號,協助本會所各教會宣揚基督救人之福音並服務人群為目的。,本會所屬各教會及傳道機關捐出。,民國五十年六月十六日,永久保存,633772,1,0500622,,,,,,,,,,,
050法000028,1,1,董國銓,21,0501130,0501222,0501223,1冊21頁,,0,蔡清輝,財團法人嘉義縣柯蔡宗親會,0501222,嘉義縣嘉義市民樂街五五號,連絡嘉義縣柯蔡宗親之團結並協助政府推行政令。,會員樂捐,四十六年九月二十日,無限期,243295,1,0501222,,,,,,,,,,,
051法000024,1,1,董國銓,24,0511020,0511102,0511108,1冊14頁,,0,王文林,財團法人嘉義市北社尾純忠公祭祀會,0511102,嘉義市北社尾三三三號,祭祀嘉義市北社尾王姓遷臺祖先為宗旨,,五十一年十月二日,無限期,440000,1,0511102,,,,,,,,,,,
052法000005,1,1,陳景風,27,0520222,0520301,0520301,1冊27頁,,0,李石曾,財團法人嘉義縣私立稚暉初級中學董事會,0520301,嘉義市彌陀路一號,供應本校為舉辦辦各項教育事業所需之一切設備及經費,董事捐贈,臺灣省教育廳49年9月9日教二字第03117號函,,81896,1,0520225,,,,,,,,,,,
052法000007,1,1,陳景嵐,28,0520301,0520330,0520409,1冊28頁,,0,劉萬得,財團法人世界紅卍字會台灣自嘉義縣分會,0520330,嘉義市中山路五十六號,推行社會慈善事業,會員樂捐,四十六年十一月二十八日,,691500,1,0520330,,,,,,,,,,,
052法000008,1,1,陳景風,29,0520325,0520404,0520409,1冊29頁,,0,王出修,財團法人嘉義市北社尾振淨公祭祀會,0520404,嘉義市北社尾二八八號,祭社嘉義市北社尾王姓遷台祖先為宗旨,財產收益,52年3月15日嘉府宗民字第11718號函,無限期,380000,1,0520404,,,,,,,,,,,
052法000012,2,1,陳景風,30,0520525,0520628,0520714,1冊30頁,,0,陳炳三,社團法人東陽造紙廠股份有限公司,0520628,嘉義市頂庄里中庄街八十二號之一,經營各種紙類之製造加工及製品之批發零售等業務,各股東認繳,五十一年八月九日,,120000,1,0520628,,,,,,,,,,,
054法000005,1,1,張鐮,33,0540527,0540226,0540302,2冊3頁,,0,田耕莘,財團法人台灣省嘉義縣私立輔仁初級中學董事會,0540226,嘉義市吳鳳路一號,創辦私立輔仁中學並謀其發展為目的。,天主教聖言會總會捐助。,台灣省政府教育廳，民國五十一年七月九。,無限期,200000,1,0540226,,,,,,,,,,,
054法000006,1,1,楊佑庭,34,0540602,0540602,0540605,2冊4頁,,0,黃宗焜,財團法人台灣省嘉義縣私立嘉華初級中學董事會,0540602,嘉義縣嘉義市山仔頂一０八號,創辦私立嘉華中學，並謙其發展為目的。,以董事會捐集所得悉數捐之。,民國五十年四月十五日　嘉義縣政府,,3000000,1,0540602,0540616,,,,,,,,,,
054法000011,1,1,陳景嵐,35,0540701,0540702,0540706,2冊5頁,,0,彭加德,財團法人天主教聖言會,0540702,嘉義市吳鳳路一之二０號,宣揚天主教教義，倡導教育及一切有關社會之救濟事業。,捐助,臺灣省政府民政廳  民國48年4月29日府民一字第39582號通知,不定期限。,1740986,1,0540703,1080715,,,,,,,,,,
