登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
051法登000002,1,1,,7,0520502,0520504,0520503,1冊32頁,,,林才添,財團法人宜蘭縣私立仁愛救濟院,0520504,宜蘭縣礁溪鄉龍潭村,以舉辦並發展社會救濟事業為宗旨,地方捐助政府補助,宜蘭縣政府中華民國五十一年五月一日宜府民社字０八號,無限期,155332,1,0510504,0000000,,,,,,,,,,
061登法人000001,1,1,,17,0610705,0610705,0610705,1冊39頁,,,羅光,財團法人臺灣省宜蘭縣天主教蘭陽青年會,0610705,宜蘭縣羅東鎮北成街一一三號,舉行天主教儀式及宣揚天主教教義及已辦擬辦之社會教育、補習教育、青年活動中心等所需費用之一切設備及經費之供應,一、自籌經費  二、辦有償或無償可獲得之錢財及接收捐贈,宜蘭縣政府六十一年六月一日宜府民行字第二九九七八號,,1398173,1,0930428,0000000,,,,,,,,,,
062法登財000001,1,1,,6,0620213,0620213,0620213,1冊8頁,,,姜郁青,財團法人天主教宜蘭救主修女會,0620213,宜蘭縣宜蘭市神農路18之8號,1.已辦或籌辦社會教育醫療宗教公益福利所需之一切設備及經費。
2.培植本會新入會修女訓練初學生以及年高病患修女妥善獲得所需一切設備及經費。,1.由財團法人天主教會台北教區撥贈土地6筆計值新台幣1,104,568元整。
2.由國外獲捐建築診所房屋乙棟計值新台幣481,920元整。
3.由國外獲捐外幣計值新台幣100,000元整。,中華民國62年1月3日,永久,1686488,1,0620213,0620213,,,,,,,,,,
064法登000001,1,1,徐揆智,3,0640506,0640523,0640603,1冊3頁,,,古友芳,財團法人天主教仁愛聖母聖衣會,0640523,宜蘭縣蘇澳鎮中正路36號,為協助當地主教服務人群，宣揚天主教教義，並供仁愛聖母聖衣會所需之一切設備及經費。,捐助,宜蘭縣政府中華民國64年3月28日宜府民行字15598號,永久無限制,564000,1,0640523,0941208,0650416,,,,,,,,,
064法登他000004,1,2,,6,0640903,0640910,0640918,1冊8頁,1,2,姜郁青,財團法人天主教宜蘭救主修女會,0620213,宜蘭縣宜蘭市神農路18之8號,,,中華民國62年1月3日,永久,1695800,1,0640910,0640918,,,,,,登記簿第一(乙)冊第八頁，印鑑簿第一(乙)冊第三頁。變更財產總額,,,,
068法登000002,1,2,吳銘雄,7,0681009,0681017,0681015,1冊32頁,1,,星雲,財團法人私立蘭陽仁愛之家,0520504,宜蘭縣礁溪鄉龍潭村大坡路一四０之一號,以舉辦並發展社會救濟事業為宗旨,地方捐助政府補助,宜蘭縣政府中華民國五十一年五月一日宜府民社字０八號,無限期,155332,1,0681012,0681009,,,,,,,,,,
072法登000006,1,1,陳博志,16,0720525,0720607,0720612,1冊15頁,,,陳德旺,財團法人頭城基督教會,0720607,宜蘭縣頭城鎮青雲路36之20號,遵照聖經教訓，傳揚基督教義，開拓公益事業，促進社會福利。,捐助,宜蘭縣政府中華民國72年5月2日72府民禮字第29589號函,無限期,1200000,1,0720609,0720720,,,,,,,,,,
