登記案號,序號,職稱,姓名,網站連結
104法登他000001,1,"董  事",簡素端,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OCUCAwlyiCO7BGJPY8JBVgM3HB71pH09_Fa5FSsRHgPvWfVq5TQe7obeTA==
104法登他000001,2,"董  事",林源朗,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8E_THPKPfF5QDcJegtF1QgKku0zAE0cgW8t0zzBasJiykBWFGb4zhtnCwg==
104法登他000001,6,"董  事",劉秀忍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8fkgNdi8Edn4LzNoEhwMjZoVgODYbYH4YSzgAbLbW9YvfPUPKPSr3vnCSg==
104法登他000001,7,"董  事",劉坤煌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9dQMMdO1FraDNfhy0ZM45DP5fUMrxKhCPHmX8pkNt0dsFWC4Xv6A6DQptQ==
104法登他000001,12,董事長,陳麗珠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mlVDx1knGgdZZD9EVD-j4SivtxXwsHqQ7e-rh-OjFfYbmfQwgeYelP2ijQ==
104法登他000001,13,董　事,李朝卿,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Edn53FCYKG0eDSpJR7lCxInV-OztwCrlCUS0OFpW_3xxR0RhuxTFGtoiNQ==
104法登他000001,14,董　事,李轂摩,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SZE9ZjdV_huHubjxKHZzV2c0lRm-rQxf1B4Qt-VMv8bWtV0jC8g2O0CT3g==
104法登他000002,1,理事長,蕭艷秋,https://aomp109.judicial.gov.tw/judbp/whd6k/q/M_Eiyw5hwMIFYz1pG9Gyzel7H0t-f02lqIsspSVRPuPXM1ywYZSAUtqjOIA=
104法登他000002,2,理　事,吳麗蘭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7-A7XbSPXRl5yhS3m0eWr_MzWvvdiZgXhPaZwi5-TvxfCtGqYvBP-n1e4_o=
104法登他000002,3,常務理事,王玉英,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0Qpf4xBIN7wNoeS1c-hh8P5Y5eVAAZcKknL_8EtrMb2N3kkpLeOKB_CKW_s=
104法登他000002,4,理　事,姚良蘭,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YhBLsE0UfcXVfByki6N-Og4JViL4Ope5WGUYJwOJIkihcpfE9fn7OEJsCeU=
104法登他000002,5,監　事,陳英文,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i6a1KrL6qn2yc-qajmx2R0L6FztxErcKNQ_3WqaRxZ_uBI44kPcKJ5MmCBw=
104法登他000002,6,理　事,吳明溪,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rVvftfvlbDV9_gB1-2LvUbqZMWmnmneEr_PBiRyhe04tGg9lj8J3_3muNz0=
104法登他000002,7,常務監事,吳絹,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PVKT0iyBOpj4OYNod70ZO3OmW585dZ6_QnjO-1vlHU7YDkih_zwz8GqCIiI=
104法登他000002,8,常務理事,王淑專,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3aFsvEOia27gxvYj6xWtfvmCoIxmegvK_RtNqUGjzU7lIFNU3-xaOU-4_hY=
104法登他000002,9,理　事,林雅芸,https://aomp109.judicial.gov.tw/judbp/whd6k/q/t6yTVEfo4K7_7GFwyQ9gRVbqE5Suwn4KJ9tfepq_PByb-l1eJAH9_afQADA=
104法登他000002,10,理　事,簡妙如,https://aomp109.judicial.gov.tw/judbp/whd6k/q/f6THWEwL7o_h53uDeB7wNege70Wqho9plgLyc14ksIK4wws5RVEYR9NWh7E=
104法登他000002,11,監　事,張玉容,https://aomp109.judicial.gov.tw/judbp/whd6k/q/po6aeYQmPBTtIIB957TA5DfFED2o6603TQvxu0g0S8WberP-ikM3LvhJlOE=
104法登他000002,12,理　事,蕭鈴珍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ROqS063xshnOnHyE0emUHjxyjL1tFrz-ksgmbjYeP5nQ5Ok97vBJ1N-T7Xg=
104法登他000003,1,監　事,陳文龍,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rhtORhz9_nj_KbIcck6iPhvq8Zzx5Km_J2QRcFJJCK7sNJav46pJUKC2Uw==
104法登他000003,2,監　事,吳秉政,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pllABE2W3tJPxA-P8I90dUPRoyQVsJxCvIHeRqklUdIimCGFT7ckcFQ2rw==
104法登他000003,3,理　事,莊崇德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hGgW44jt2LGxmwbMJOPI5UIjJrpE51Rc8F9_pdgEEYwGSXtA3skA1HVgYQ==
104法登他000003,4,常務理事,呂春成,https://aomp109.judicial.gov.tw/judbp/whd6k/q/j3SoI56M04u7oN6yVcX0PEJfbIN9qat0MYJTJY41Vz6NApHcnFu1zkvlKQ==
104法登他000003,5,常務理事,洪春淵,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GXVroN7vdZJLYkXZPme6u4nEn5oGijTraeyGc7uP2LLKB4rTaOeu0XHGaA==
104法登他000003,6,理事長,胡榮桂,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_-8qq268JkyXprTwaOZwcCuWTKbpJ3BAkk1U1QA_0e9cKtoKYh70_I_etQ==
104法登他000003,7,理　事,謝升祉,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9E5dn8riZFRm-08-m_kZlJ7zdaH77neXmLXdh5lu1EKo3GVJ48txEfeU1Q==
104法登他000003,8,理　事,李冠儕,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Xb5yEs4HOXoSgXakNx4KdW6t88Kz0ZrJ8QWc0crPtgDrmOoZnLKyJ5mM9Q==
104法登他000003,9,理　事,莊紹鴻,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LPuiNhNl7BwmW8VGBnkFklK1iNcY-PKLQ09zAjpGyxbRP6SnEs03gCWyfg==
104法登他000003,10,理　事,陳紹華,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iooi4UVYBdjxRVyJ87tI1HUQRgNf8xAs56JBFg66LRlS7J2yksCNGSVwKw==
104法登他000003,11,理　事,張學堯,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fasDqF_c6Yhlp5ZF2ZgX0OTLE0QiyIOuKvXe2Atpu51srBeh7suGNqC03A==
104法登他000003,12,常務監事,徐國耀,https://aomp109.judicial.gov.tw/judbp/whd6k/q/seFi7PsbEuu1if-bJkbWZ_p1jVePsH-1i19TOAjNUaCBT9Nqidywx_rwCQ==
104法登他000004,1,理事長,張登健,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pwU_q-V6tGCJQxVlCYJFJ-maVm2gZxYPhQDUUH3-mVnD79i6lozluwYxb7A=
104法登他000004,2,理　事,游禮堂,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QbN0VmseYIS6PY1GLrquhB0N1LCWaeKTEBfgJUnm-Zk1MK8mX8EMTafVHVM=
104法登他000004,3,理　事,蘇芳儀,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FK-mEKMivDZIyZskefiWlGEdDrmWMBP_BW7Q2mV8zdePHQvsakJUzBpczcg=
104法登他000004,4,理　事,陳新布,https://aomp109.judicial.gov.tw/judbp/whd6k/q/d9pSoD1XmNqsrU8X-uzyLhXhLfw0KulJMlzjvlb7zFS5LxO5axPrtvfDeR0=
104法登他000004,5,理　事,曾平鎮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yfBtgNqDaf_AtZk2kOkRU_nqnD3v6Kjsgz3SR4MRKZu7WMtKfvLLkIonYqY=
104法登他000004,6,理　事,顏桂川,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HF_3l7d2EJQNLXvtk1aqChH2znBp0-SumqEABmykIC44EXLo6A1JxHkOI74=
104法登他000004,7,理　事,蕭雪汸,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QUe9nYEC8GUoc_gXzPkol_FHwZG7sDhxZMZG_73UD8YdAxXSp_IRjj8Ll2Y=
104法登他000004,8,理　事,張秀娥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vZG8fldFMGScsKuigTgcLvNycoPtV6nzrtOtP03f0Y-_j-vuciO2fVRvzuU=
104法登他000004,9,理　事,陳麗珠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IcNRzp-iTH_tlelTjfxECHBUmlQ89Pg8Ow9HgmEfeU35KIxhUIwsfX9M23g=
104法登他000004,10,常務監事,林玟均,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YQqSf4krSu1CnMiBnUi2QxVFaNzogFuhOMaktr_g3MrpatvqYa8o3JPxCwE=
104法登他000004,11,監　事,周國榮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OyBsFTFVKxFsPr2nUTdVfPr-uRebL7YJE0LK8of7Q1L1M8tPwnL_C5vcIgI=
104法登他000004,12,監　事,洪彩綢,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mez-UIt5CK83LWe28a9h8CTaQpv3q2A0mQXcKw8_RXLRvQT3tClCshrdvgs=
104法登他000005,1,董　事,成嘉玲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YLlUxVXU1nRPz_y7I42RkM5xZnhFPh0kasgmYVcVj2aO2ZSbz5c2zCCBeQ==
104法登他000005,4,董　事,羅曉南,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Nx7BminIdoRu-_ed50rnINsuZLLodVDghUoRkOzNJD_HhDjpoTlELj6KKw==
104法登他000005,6,董　事,顧珮箴,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7gsG_yF9XAZ0kBWT2RPnQvYacgfetXXWYST59mZ1_P5QUAvg9p6erkL1kg==
