登記案號,序號,分事務所地址,網站連結
104法登他000049,1,新北市泰山區民權街66巷22號9樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qnIcFhzJBFZPsK0hLdhHa1-HK3GEEzR4hAG0e0MoUJDWKEyWyIX4JZMOF2g=
104法登他000070,1,新竹市建華街2號7樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/330MGHpZX6pLz6wcg_6nk1PaouGVvS4WzaFhY5-FO8WOo-EsP9B-9P1-mrk=
104法登他000070,2,台中市北區大雅路337號5樓之2,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Cmlpp8vnAYg0AvOieDmFv1k5qy0xIb7bE5IvoZz0hJ8K2pEXnQtfWvKSJSk=
104法登他000070,3,南投縣竹山鎮中山路1之61號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Qfxjx8WN3a-JGkNPC7gbDuZz6y9xslq52wnrE-FzqjlYQFq5RxtyVv_YMfs=
104法登他000070,4,高雄市三民區河北二路50之1號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9xwq5LRNe9ZfaEPMcNOwCZhC5TsWwi-pJANyN1essyA5AiMj2GiYsJJABd0=
104法登他000070,5,花蓮縣花蓮市中美七街69號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YDzLDTSsMICKvYtKhTwKvtiXJkOLvvNgyB2QND4Qm9WE8hzmG5FzYay99u0=
104法登他000070,6,台東市傳廣路458號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/frfGLa6mXa38JSNuFR49vBvxlRhU2Qv06_LV59Odk82F0ttBjCrZXipl99s=
104法登他000120,1,臺中市北屯區文心路四段83號17樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HOIsy74f1748kmqOut5e1vP_yBYsREgijDYttfTBQeNrsA_DYd_SPe_4pMM=
104法登他000120,2,高雄市左營區博愛二路198號4樓之2,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wECGCJsIC1-I1TIxinG2ZMpIM88l-1fvIl9ayPh73WtLr3TGOEBFhzWbojM=
104法登他000121,1,臺中市北屯區文心路四段83號17樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zhN8BcS-4xN1FWmnDL8m4q3nkmNDEeWOAjVeJzK-HXpm0uzIZJ-MBa-L0n0=
104法登他000121,2,高雄市左營區博愛二路198號4樓之2,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i3XfyeYRH95D0kB7EuUMA-GALngr1TT-wmQsCsbHfKy4lr0aT-k8Yp9GNhc=
104法登他000122,1,花蓮縣壽豐鄉池南村池南路二段27巷6號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dbl4HkTk6E-hhvcCE0pAKv8I0Nx5xOFWTmveqVXCcLE4i1euMuEcSzQDZkjh
104法登他000167,1,台北市松山區南京東路5段108號4樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ll9-DZhp9LSyxfSsxCTKHmhkkv3QI7m1o3jgYO-p8Hjii7FNNuBijN0KjOmE
104法登他000167,2,台北市中山區南京東路2段6號10樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Li1nShIXAykOoYp3r7i8tiEsFpTKdrNNARidfS8RXHlhAbQuVMUFsYRw6bdZ
104法登他000171,1,臺北市大安區敦化南路二段200巷18號五樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/q9CEeOu7ZVqQKRM_kxQVNV4Nw2I8afWzsvgGF3R7_x32Gzi6XoXqdPiDy48=
104法登他000171,2,臺中市西區自治街226號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aP265Zkzke4oOHFlFqOG0g9I4Fftf5gn_2ks1aYVEZ-oRmdtLjkzUttRkA0=
104法登他000171,3,高雄市苓雅區中正二路22號十樓之1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zpicCu3E2RboD9KSj8Jt7pLtpfnpQqpNzjk1YfaUtVlxZtdkqDD6LBhPaj0=
104法登他000206,1,新北市三峽區國光街12巷10號1樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ugfH9kGClj9SLj_Kuio_WGleQmcKOPS_8nHyAaSGtSabE22jgW52PsXasqE=
104法登他000223,1,臺北市萬華區昆明街270號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cpwFDrM_6zsgTFVGQ68RJWDi23UdutZ7dWtaMH7Td2Rerp5HFWKIdf62YkQ9
104法登他000249,1,新北市板橋區忠孝路214號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/d6v60fcOZ9kRoZkvBfKGCsW4NxAm1qzP_naOHt6yKDzFSgAZ5VH2EhynwwE=
104法登他000300,1,臺北市大安區敦化南路二段200巷18號五樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gzOGq7SaiabbGp3ObhuT5RlNHJpnGADKKxbX7EkSbZjl0iI4tjjrX0F2umE=
104法登他000300,2,臺中市西區自治街226號六樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gIBzUFJQ5eo_Ydk7N2fZBlme8w1yfppivMfBZboLi0wHKBMdqVDcKec2vHU=
104法登他000300,3,高雄市苓雅區中正二路22號十樓之1,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MF75Z3BcMCMESGMfjQi_1ldm3WI2vwHU8s6AZcHdVngoUBv3bIVBHGjqwPs=
