登記案號,序號,職稱,姓名,網站連結
047法登000027,1,董事長,姜重鋆,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LvbmF6V3SmZ-dKOXclWlkvvZ98Vp5EJMAa13Q04uArRi8PWawe9juA==
047法登000027,2,"董  事",姜維燇,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vXRzvi82GrqqH4k6JRYjC7vh3qG9hDmabHB3dgv2e360lgW2li98SA==
047法登000027,3,"董  事",姜照樂,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W0kv7mB6YwNewyjPkEzr77VKhCKhpTvWKCAjY1VLKwieod6Ns4bMkg==
047法登000027,4,"董  事",姜武江,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZrPS_lYpKGVUiyyIzBVfoFZsfCncWhyhO3bNAoht-_HYXuu9i3r2Wg==
047法登000027,5,"董  事",姜重銘,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yn2bTZwN2CQnQ6J6VCFCf91gYCPHRN3P11oT6ZqZO9Y2ANQWgQPH-g==
047法登000027,6,"董  事",姜宏志,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VhaiWgEIsbbf4DJ84EFBitgTyubSOuE81DI_5uLYnMptfy6ilqR7jQ==
047法登000027,7,"董  事",姜文煥,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hSWs8Wa1gAwSjCsETAzWR310t6zOsvfC8fX-19_kHJkgLjPwwbBt3w==
047法登000027,8,"董  事",姜潤淇,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NrnW7dtwcJZAQqjSbI7bhoGYa6U7FUUks-0BH53TkXRToI5jzRhYsA==
047法登000027,9,"董  事",姜百塘,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5h3wvypfqilWvefjsfqsrtJDFVEho4dhDjeT3ZLTBi2EgE0rLuaaQw==
047法登000029,1,董事長,彭達深,https://aomp109.judicial.gov.tw/judbp/whd6k/q/74PjuqYJ4DYL7LjHdz8d11CbDebeD5C-2aB4PG9_BaVG7c8cmPVPrw==
047法登000029,2,"董  事",古燧昌,https://aomp109.judicial.gov.tw/judbp/whd6k/q/G8miR-CrAIu4zj6fYWFmLqdRXnzYP_xoHKYllEFaF0SJyCapLNG0TA==
047法登000029,3,"董  事",宋枝發,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bjr91TraZPZm0n2HkBe179oR-0p8Zilzg7xayLbsmB-P5z0P9RgJtw==
047法登000029,4,"董  事",甘金聲住,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vytV9H0a3fhinouIJSKN7FBEJoWHpv1pc2et43pN3_6Pb7h-12eUgA==
047法登000029,5,"董  事",詹德桂,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9UsocIzd472BxLJz_vySUw2CrKe9feHJLTz_XHFpgnuMrmJNs6Jjyw==
047法登000030,1,董事長,范普厚,https://aomp109.judicial.gov.tw/judbp/whd6k/q/O-j7QGtsmOtQWOWOlmrT8q7L5xk_LKoD9qebzEVcOeUgqpnA6UWoiQ==
047法登000030,2,"董  事",文懷德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Tn46EC9n1igOIpfk2jN7wUpkXQrPqoUywAQi37GhnOO8gDWVL10SVQ==
047法登000030,3,"董  事",袁士林,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_sI2Y8xWxPVTlHoz92WhmgJYIY8Zq24tTSu4rPcQG_TnQ0pIpbZTzA==
