登記案號,序號,分事務所地址,網站連結
091法登他000027,1,台南市光華街四之十二號德光女中,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eUSDv-vV7e0fj8tdVodi6vY5OtRypAFR5MwywOE2GVViyCdIJoQKWrhK4A==
091法登他000062,1,高雄市自強一路二二號五樓之一B室,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9KiAHPZs6z6mYmJqvtLyr9x7chJit5s36PMV5jWf4rprNdS0HOvqO75OfQY=
091法登他000062,2,台南市東門路一段三五八號五樓之三,https://aomp109.judicial.gov.tw/judbp/whd6k/q/895DczoSjYRMnmeeqZp1mZoCyMQ3_YiENX32M-zPlhI4LTmHkIzrnMm5mWs=
091法登他000062,3,台中市中港路一段三九三號八樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X1N5z7KMhocawwrWygHIHn9clvJmpWyfRSCIE09_kSqI0dgRmhLZ7LUD7HM=
091法登他000062,4,桃園市中正路一三七七號一三之四,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oegyk5NVjZMKNiTZgDvTctRbVC6Q7siu6v79VjH5A-WDR6wOArGX4j1F95U=
091法登他000086,1,台南市海佃路一段六號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/csmnKys96XRowZ2Vz2qf-uVA8uwtTJ9tNmRFiVT98HDxuY3IAAEDdVF7Mak=
091法登他000131,1,台南市裕農路四五七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6k3qSyGil0HPW7yAcHfDtpCWr8JifTzdJhCG1ExxR2gIVn5LsxL73b-mNVI=
091法登他000136,1,台南市裕敬一街三七號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Duky8Osc9HKNHzPiYZxF8gvC6iWwK1Pd2x3ySdL64QN5SbFA_HORGrffPA==
091法登他000136,2,台市市南深路二一巷十六、十八號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y-hDDYirMI5sLe1xWfvP8HPMhU_ifL18pf8LU1wIJJHN7VHQ08QECcIe7Q==
091法登他000136,3,屏東縣泰武鄉佳興村二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/l3gVlFxYkVT1sKmiK25_Jg4y3hNgNAdC7r4zMv_hcqJN6RR05zt0EcYXrQ==
091法登他000136,4,屏東縣泰武鄉佳興村二號之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kKRKWl4fJUXTgY1RNT1hZFf4pWiAT0g9ARHDVwKdpxs8UaHwRQZOs2M4Gw==
091法登他000136,5,屏東縣來義鄉義林村七一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HoTZdpW0c5fsiZxnQSbomLItTkmAu03WsvBQHgnmKZNCL-21cApFzC_LhA==
091法登他000136,6,屏東縣來義鄉大後村十二號之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WYWt-6h1IIVKwixr_Wy4VdZa2HQi9uMBcdKAdFlsgVi2bNuooyEc7Nn-FQ==
091法登他000136,7,屏東縣來義鄉古樓村中正路二一號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tykAkK3EARhTyPboknBISNV6VRt1ZQNX_VD7kIHoH5KQM1T5WurEsdsg1A==
091法登他000136,8,屏東縣來義鄉丹林村古義路四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vCl1CPO6253ZS6U_ItPXStcBuQZZ8Nt5fWklTFX8_LBujpwkY0vuUhqvFA==
091法登他000136,9,屏東縣潮州鎮朝昇路二二一巷十二號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pWKRg8KXlYTfqcwwUaLcHF8xXKK6tcF-KfQJavHJF7dF-fBw48WIdOI8tQ==
091法登他000141,1,台南市仁和路七十四號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nWBbSosVxP7NcD9p-wxZ4rywLHcL0PmTm4QNyOmpYpu9EeyC4sX7Z7IlUb8=
091法登他000157,1,台南縣善化鎮中山路二一五號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eqw0Qc0cFneSX18MpgyQb6NSCkDWVsxvCr8Mbp4g2DJMIPl0LZMzDh1BnOM=
091法登財000003,1,台南市西賢一街一三九號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QUjFjIwjn5bAGsKlYuSgT8L_VhOSBUpBTQXJVypqz1ovDUeD1VZE6eG-Hto=
091法登財000003,2,台南縣新營市大同路四五之三號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7IOFhzUqH1TWzAvYliCFC61KFYHygJVlscmmmoPfoH-bMxjimln165xO_jA=
