登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
079法登000002,1,1,王復生,76,0790417,0790423,0790426,2冊76頁,,0,彭國華,財團法人中華基督教伯特利會總會,0790423,花蓮市中美路八十四號,傳揚聖經真理，辦理社會公益慈善教育事業。,李喬琪小姐捐贈,花蓮縣政府府民禮字第二七二五五號民國七十九年四月四日,永久,5820000.00,1,0850604,0790428,0790428,,,,,,
079法登000003,1,1,王復生,77,0790601,0790606,0790610,2冊77頁,,0,魏火曜,財團法人中華民國捐血事業基金會,0790606,花蓮市節約街十三號,本會以建立無償供血制度，辦理捐供血業務，提高醫療用血品質，保障病患權益，增進國民健康為目的。,由中華民國捐血運動協會捐助設立,行政院衛生署衛署醫字第八六一一九二號民國七十九年三月五日,永久,573229780.00,1,0850604,0790606,0790606,,,,,,
079法登000004,1,2,王復生,7,0790612,0790623,0790625,1冊7頁,,0,何淑雅,財團法人台灣省花蓮縣基督教女教士差會,0471119,花蓮市民權八街一號,傳播基督福音救養貧苦盲女及義務醫療牙疾為目的。,本會之美國總會撥給,四十七年十月二十三日花蓮縣政府府萍民一字第五五四六六號,永久,8088653.00,1,0850504,0790628,0790628,,,,,,
079法登000005,1,2,王復生,2,0790619,0790623,0790709,1冊2頁,,0,韓羨新,財團法人台灣省基督教倫理堂玉里教會,0610119,花蓮縣玉里鎮中華路九十六號,宣揚基督教教義，拯救世人，處理本會會務及教友利益有關事項，並舉辦幼稚園及慈善公益社會福利事業。,台灣省基督教協同會捐助,花蓮縣政府民國六十年十一月十八日,永久,150000.00,1,0850430,0790709,0790709,,,,,,
079法登000006,2,1,王復生,78,0790619,0790707,0790716,2冊78頁,,0,吳明義,社團法人中華民國岱原人社會福利協會,0790707,花蓮市信義街二號,本會為創造岱原民族(山胞)之社會福利輔導岱原人創業及就業，促進岱原人互助互惠之精神增進岱原人之生產能力，實踐民生主義均富理想。,依倨本會章程收入會費及常年會費並對外募捐,內政部台(78)內社字第七五二八五九號民國七十八年十二月十六日,永久,0.00,1,0850604,0790718,0790718,,,,,,
079法登000007,1,2,王復生,66,0790619,0790623,0790625,2冊66頁,,0,吳國棟,財團法人花蓮縣文化基金會,0760328,花蓮市文復路六號,"促進文化建設，推展文化活動，提高國民文化生活水準，增進國民身        心健康為宗旨。",捐助,七十六年二月二十八日花蓮縣政府七十六年府教社字第一五五五一號函,永久,2000000.00,1,0850524,0790630,0790630,,,,,,
079法登000008,1,2,王復生,1,0790714,0790716,0790718,1冊1頁,,0,柯是匡,財團法人花蓮市教會聚會所,0500315,花蓮市明禮路三號,成立聚會傳揚基督引人歸主,信徒自由捐助,花蓮縣政府五十年二月二十二日府民行字第一七八號函,永久,5008652.00,1,0850507,0790720,0790720,,,,,,
079法登000009,1,2,王復生,16,0790717,0790727,0790730,1冊16頁,,0,王志雄,財團法人台灣省花蓮縣玉里鎮玉泉寺,0650112,花蓮縣玉里鎮泰昌里西邊七十號,宏揚固有文化道德，改善民俗，並發展觀光事業。,信徒捐助、熱心公益之社團、財團及社會人士之捐助。,花蓮縣政府六十四年十二月三日府民行字第七五四七０號,永久,291393.00,1,0850524,0790801,0790801,,,,,,
079法登000010,2,1,王復生,81,0790720,0790829,0790830,2冊81頁,,0,楊國光,社團法人花蓮縣貴州同鄉會,0790829,花蓮縣吉安鄉光華一村二十四之七號,以發揚貴州固有克難精神，連絡同鄉感情，促進團結合作，關懷老弱，提攜後進增進同鄉福利為目的。,由同鄉自由捐助,花蓮縣政府府民社字第一一九三七號民國七十六年二月十六日,永久,99830.00,1,0850604,0790902,0790902,,,,,,
079法登000012,1,2,王復生,4,0790810,0790810,0790812,1冊4頁,,0,莊敬虔,財團法人北部台灣基督長老教會東部中會,0551201,花蓮市節約街三０號,為圖謀基督教健全之發展，而幫助北部台灣基督長老教會東部中會之傳道事工及社會福利公益慈善教育事業。,由台灣基督長老教會北部大會所捐助指定為東部中會之資產。,台灣省政府民政廳民國五十五年十月二十六日,永久,2000000.00,1,0850502,0790816,0790816,,,,,,
079法登000013,1,2,王復生,14,0790817,0790911,0790912,1冊14頁,,7,周西伯,財團法人台灣省花蓮縣私立國光高級商工職業學校,0560214,花蓮市中正路一０八號,創設花蓮縣私立國光商工職業學校，培育工商專業人才。,基本財產由各董事捐助,台灣省政府教育廳民國五十五年十一月二十八日,永久,16884329.00,1,0850515,0790916,0790916,,,,,,
079法登000016,1,2,王復生,27,0791116,0791121,0791126,1冊27頁,,0,游阿青,財團法人佛教私立禪光育幼院,0690325,花蓮縣新城鄉新城村仁愛路十七之二號,本財團以弘揚佛教教義，匡正人心及赤忱服務社會愛心、幼吾幼以及人之幼、普潤幼苗為宗旨。凡無依無靠之孤兒貧兒均為收容給予教育。,由各董事捐助及熱心公益慈善人士捐府獻,花蓮縣政府六九年三月十二日，六九府民社字第一六五二一號函,永久,300000.00,1,0850531,0791130,0791130,,,,,,
079法登000017,1,2,王復生,18,0791203,0791215,0791216,1冊18頁,,0,單國璽,財團法人台灣省花蓮縣私立海星高級中學,0510723,花蓮縣新城鄉嘉新一七八號,發展東部女子教育鼓勵進修為國家培植青年,由天主教聖吳甦樂羅馬聯合女修會捐助,四十八年九月二十一日花蓮縣政府府萍教一字第四五一０四號,永久,28486778.00,1,0850527,0791218,0791218,,,,,,
079法登000020,1,2,王復生,11,0791211,0791219,0791222,1冊11頁,,0,黃瑞雲,財團法人花蓮縣玉里鎮春日五榖宮,0640131,花蓮縣玉里鎮春日里神農六十八號,弘揚佛教教義，及辦理救濟事業，暨宣揚我國固有文化。,由信徒共同捐助,花蓮縣政府府民行字第六四一二五號民國六十三年十月二十四日,永久,110000.00,1,0850513,0791226,0791226,,,,,,
079法登000021,1,2,王復生,22,0791214,0800103,0800106,1冊22頁,,0,洪華,財團法人台灣省花蓮縣光復鄉保安寺,0671202,花蓮縣光復鄉大平村二鄰三號,奉祀釋迦佛祖，宏揚教義，興辦社會福利，公益慈善事業。,信徒樂捐及拜斗收入補助財產收益。,花蓮縣政府府民行字第六六００四號民國六十七年九月十九日,永久,3982799.00,1,0850529,0800108,0800108,,,,,,
