登記案號,序號,分事務所地址
079法登000020,1,桃園縣大溪鎮中正理二學院測繪系
079法登000020,1,桃園縣大溪鎮中正理二學院測繪系
079法登000054,1,台中縣大里鄉中興路二段七０四號
079法登000054,2,嘉義市北興街四六０號
079法登000054,3,屏東市民生路五七號之五
079法登000054,4,花蓮縣吉安鄉仁里村中山路一段二０九號
079登000024,1,桃園縣大溪鎮中正理工學院測繪系
079登000024,1,桃園縣大溪鎮中正理工學院測繪系
079登000038,1,"台北市敦化北路133號           南投市中興路700號"
079登000038,1,"台北市敦化北路133號           南投市中興路700號"
079登000038,2,"高雄市中正四路189號           彰化市卦山路2號"
079登000038,2,"高雄市中正四路189號           彰化市卦山路2號"
079登000038,3,"基隆市獅球路8號                 雲林縣斗六市府前路58號"
079登000038,3,"基隆市獅球路8號                 雲林縣斗六市府前路58號"
079登000038,4,"台中市力行路262之1號         嘉義市忠孝路307號"
079登000038,4,"台中市力行路262之1號         嘉義市忠孝路307號"
079登000038,5,"台南市大學路西段65號           台南縣新營市中正路23號"
079登000038,5,"台南市大學路西段65號           台南縣新營市中正路23號"
079登000038,6,"台北縣板橋市中正路48號         高雄縣鳳山市中山東路14號"
079登000038,6,"台北縣板橋市中正路48號         高雄縣鳳山市中山東路14號"
079登000038,7,"桃園市成功路2段7號             屏東市中華路80之1號"
079登000038,7,"桃園市成功路2段7號             屏東市中華路80之1號"
079登000038,8,"新竹縣竹北市竹北里和平街72號   台東市博愛路425號"
079登000038,8,"新竹縣竹北市竹北里和平街72號   台東市博愛路425號"
079登000038,9,"苗栗市中正路382號             花蓮市公園路53之1號"
079登000038,9,"苗栗市中正路382號             花蓮市公園路53之1號"
079登000038,10,"台中縣豐原市中山路506號       宜蘭市渭水路100之2號"
079登000038,10,"台中縣豐原市中山路506號       宜蘭市渭水路100之2號"
079登000038,11,"澎湖縣馬公市介壽路11號  金門縣金城鎮珠浦北路35號"
079登000038,11,"澎湖縣馬公市介壽路11號  金門縣金城鎮珠浦北路35號"
079登000054,1,台中縣大里鄉中興路2段704號（台中分社）
079登000054,1,台中縣大里鄉中興路2段704號（台中分社）
079登000054,2,嘉義市北興街460號（嘉義分社）
079登000054,2,嘉義市北興街460號（嘉義分社）
079登000054,3,屏東縣屏東市民生路57號之5（屏東分社）
079登000054,3,屏東縣屏東市民生路57號之5（屏東分社）
079登000054,4,花蓮縣吉安鄉仁里村中山路1段209號（花蓮分社）
079登000054,4,花蓮縣吉安鄉仁里村中山路1段209號（花蓮分社）
079登000070,1,台北市南海路1號3樓（台北捐血中心）
079登000070,2,基隆市信二路241號2樓（台北捐血中心基隆捐血站）
079登000070,3,板橋市（台北捐血中心板橋捐血站）
079登000070,4,新竹市西大路559號（台北捐血中心新竹捐血站）
079登000070,5,宜蘭市渭水路100號（台北捐血中心宜蘭捐血站）
079登000070,6,花蓮市節約街13號（台北捐血中心花蓮捐血站）
079登000070,7,台中市三民路1段174號四維大廈7樓（台中捐血中心）
079登000070,8,苗栗市為公路747號（台中捐血中心苗栗捐血站）
079登000070,9,彰化市中山路2段160號（台中捐血中心彰化捐血站）
079登000070,10,埔里鎮北辰街128號3樓（台中捐血中心埔里捐血站）
079登000070,11,台南市成功路225號（台南捐血中心）
079登000070,12,雲林縣虎尾鎮林森路1段489號（台南捐血中心雲林捐血站）
079登000070,13,嘉義市中正路649號（台南捐血中心嘉義捐血站）
079登000070,14,高雄市前金區中華三路7號6樓（高雄捐血中心）
079登000070,15,屏東市和平路71號（高雄捐血中心屏東捐血站）
079登000070,16,台中市傳南路69巷11號（高雄捐血中心台東捐血站）
