登記案號,序號,分事務所地址
090法登他000044,1,台北縣永和市福和路二二一號二樓
090法登他000044,2,台北縣板橋市實踐路一三０號四樓及一三二號四樓
090法登他000044,3,台北縣三重市重陽路四段一三Ｏ號四樓
090法登他000044,4,台南縣永康市中華路六六三號二樓
090法登他000044,5,嘉義市中山路四九八號一之四樓
090法登他000044,6,高雄市五福四路一０四號一之五樓
090法登他000044,7,台中市東興路三段三一五號二樓之一
090法登他000044,8,花蓮市中山路四七五之三號一之四樓
090法登他000044,9,台中縣豐原市水源路五九五號一之四樓
090法登他000044,11,台中市自由路二段八號九樓之一
090法登他000044,12,台中市北區陝西路四七號
090法登他000044,13,屏東市信義路二七二號一樓至三樓
090法登他000044,14,屏東市民生路一一八號一之四樓
090法登他000044,15,台南市東寧路三八四號一之五樓
090法登他000044,16,台中市市府路九七號一之八樓
090法登他000044,17,台南市中正路五三巷一號二樓
090法登他000044,18,台中市興安路一段二七一號
090法登他000044,19,嘉義市民族路二四六號二樓
090法登他000044,20,台北縣永和市中山路一段二一四號三樓
090法登他000044,21,台北縣土城市清水路一六六號二樓
090法登他000044,22,台中市向上路一段三六號三樓之一
090法登他000044,23,高雄市華夏路九八一號二樓
090法登他000076,1,高雄市民生一路五十六號七樓之二
090法登他000120,1,"台北市敦化北路一三三號           南投市中興路七００號"
090法登他000120,2,"高雄市中正四路一八九號           彰化市卦山路二號"
090法登他000120,3,"基隆市獅球路八號                 雲林縣斗六市府前路五八號"
090法登他000120,4,"台中市力行路二六二之一號         嘉義市忠孝路三０七號"
090法登他000120,5,"台南市大學路西段六五號           台南縣新營市中正路二三號"
090法登他000120,6,"台北縣板橋市中正路四八號         高雄縣鳳山市中山東路十四號"
090法登他000120,7,"桃園市成功路二段七號             屏東市中華路八十之一號"
090法登他000120,8,"新竹縣竹北市竹北里和平街七二號   台東市博愛路四二五號"
090法登他000120,9,"苗栗市中正路三八二號             花蓮市公園路五三之一號"
090法登他000120,10,"台中縣豐原市中山路五０六號       宜蘭市渭水路一００之二號"
090法登他000132,1,苗栗市恭敬里十二鄰聯工一號（國立聯合技術學院校內）
090法登他000201,1,台南縣鹽水鎮下中里樹子腳十九號
090法登他000210,1,台北市大安區信義路三段一六二號六樓
090法登他000240,1,高雄市三民區九如二路二四八號
090法登他000240,2,台北縣新店市民權路五之二號
090法登他000251,1,台北市大安區建國南路二段二三一號
090法登他000280,1,高雄縣內門鄉內南村大學路二００號
090法登他000317,1,台北縣汐止鎮康寧街一六九巷一０一、一０二、一０三號
