登記案號,序號,職稱,姓名,網站連結
090法登他000001,1,董事長,王愈榮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OzVRIMnwLsjuwFseCT1weu4bkchmx3BC0T4Vtt7l-ISGqW_kp7gIv7VnnmM=
090法登他000001,2,"董  事",曹立珊,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jW4sHnOIslu9NO0pR8UDjamwVbyEdYf4-17L3qiUAen0iDzkCN4RI5xKpTQ=
090法登他000001,3,"董  事",鄭順興,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vgdzJnel_k8GL-flq_3vCDrjWSg5IYpJpzWeEjNmZK9WN2sLYcvDex9EDkA=
090法登他000001,4,"董  事",墨啟明,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2uxRYdswJ_g8wccYtsWqKDhQxe5BqxtHVHNGcu5hufdXNkZjbswESwunU38=
090法登他000001,5,"董  事",陳蜀霞,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Upi9JYC_IUg3BKDCQDlHGuxUpZ9cdP847aLq3DGT47xQRSwhbdXcCWH-jI0=
090法登他000001,6,"董  事",蔡瑛雲,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UJSfkT3kvPyWNMxGkeg7MOX4zpB7PD_BVmypsIL9GWus1x8RIcfcOhPUde0=
090法登他000001,7,"董  事",沈東白,https://aomp109.judicial.gov.tw/judbp/whd6k/q/K9PlyxRlntDagYTyEHDtnMzEDZV1TCsksGTEPHXSQjZidFtrmO_mjxL9at8=
090法登他000001,8,"董  事",陳百希,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kEFCfY2RNwrAQeRqdGuNwpY3px7SCEVAxaat3QpfYIZvrjXUhJU6IAh1J_w=
090法登他000001,9,"董  事",蘇森慧,https://aomp109.judicial.gov.tw/judbp/whd6k/q/geQZvHSjCpipnAJVST05TM7JOaiOzNYALPIXJiciEV3pHbfb74zatGMzu0w=
090法登他000001,10,"董  事",葉東生,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VtuXMABH__a5DrUexd6ICht5GYfc41aIVVTrVcNVlQU5Ff0H5rlyP7kr4BI=
