登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
090法登他000001,1,2,李添興,124,0900102,0900102,0900102,5冊8頁,2,13,王愈榮,財團法人臺灣省臺中市私立衛道高級中學,0500427,臺中市北屯區四平路一六一號,為遵照國家教育政策暨現行教育法令之規定辦理學校並謀其健全發展。,天主教衛道會、董事會及熱心教育人士之捐助，但不得附帶任何條件。,"臺灣省政府教育廳    中華民國肆拾柒年柒月拾陸日","永  久",1124204360.00,1,0900102,,,,,,,,
090法登他000002,1,2,李添興,221,0900105,0900105,0900105,8冊14頁,1,10,"黎  明",財團法人臺中市私立嶺東高級中學,0620621,臺中市南屯區嶺東路二號,遵照國家教育政策暨現行教育法令之規定，辦理私立嶺東高級中學，並謀其健全發展。,"由蔡亞萍先生、黎  明女士捐贈","臺灣省政府教育廳    中華民國六十年七月一日","永  久",431713835.50,1,0900105,,,,"章程變更：捐助章程第一、三、四、六、八、九條修訂。組織章程第一、
二、五、六、八、十、十二、十三、十四、十五、十六、十七、十八條修
。",,,,
090法登他000003,1,2,李添興,399,0900105,0900105,0900105,12冊30頁,2,5,張溫鷹,財團法人臺中市文教基金會,0780222,臺中市英才路六００號(臺中市政府文化局),宏揚中華文化，提昇生活素質為宗旨,由陳一平等人捐助,"臺中市政府  中華民國七十八年一月二十六日",永　　久,101005000.00,1,0900105,,,,"章程變更：原捐助及組織章程第四、六、十三、十四、十五、十六、十七
、十八、十九條，分別變更為第四、六、十三、十五、十六、
十七、十八、十九、二十條，並新增第十四條。",,,,
090法登他000004,1,2,李添興,474,0900108,0900108,0900108,14冊6頁,2,4,林芳治,財團法人基督教客西馬尼會,0801226,臺中縣潭子鄉大成街一二０巷十八號,本神愛世人精神，在臺中縣傳揚基督教教義，辦理社會公益事業。,由陳英明葉秋香捐助,臺中縣政府　　中華民國八十年十月一日,永久,49728500.00,1,0900108,,,,章程變更：捐助暨組織章程第五、六、八條變更。,,,,
090法登他000005,1,2,李添興,182,0900108,0900108,0900108,7冊39頁,1,11,何森庭,財團法人臺中市私立文英基金會,0580421,臺中市中區中山里成功路三十七號,以舉辦社會救濟福利及資助社會教育學術研究等事業為宗旨。,"由何  永捐助","臺中市政府     中華民國五十七年十二月三十日","永  久",475299650.80,1,0900108,,,,,,,,
090法登他000006,1,2,李添興,944,0900108,0900108,0900108,23冊2頁,1,1,李金龍,財團法人中興園藝發展基金會,0890810,臺中市北區長青里漢口街三段五十五巷二十一號,以推動園藝產業發展，促進園藝技術改良，加強園藝學術教育及人才培育為宗旨。,由李金龍、范念慈、李文汕等捐助,"行政院農業委員會    中華民國八十九年五月十日","永  久",1000000.00,1,0900108,,,,,,,,
090法登他000007,1,2,李添興,130,0900111,0900111,0900111,5冊14頁,1,15,林芳媖,財團法人臺灣省臺中縣私立明臺高級家事商業職業學校,0500818,臺中縣霧峰鄉萊園路九十一號,為遵照國家政策暨現行教育法令之規定辦理中等學校並謀其發展。,由林攀龍等捐助,"臺灣省政府教育廳    中華民國三十九年八月四日","永  久",379202326.00,1,0900111,,,,,,,,
090法登他000008,1,2,李添興,280,0900112,0900112,0900112,10冊9頁,1,4,王愈榮,財團法人私立靜宜大學,0671012,臺中縣沙鹿鎮中棲路二００號,設立大學並謀其健全發展。,天主教美國主顧修女會捐助,"教育部   中華民國四十六年四月一日",永久,3173820064.00,1,0900112,,,,,,,,
090法登他000009,1,2,李添興,446,0900112,0900112,0900112,13冊27頁,2,4,許𩄍金,財團法人臺灣省私立維他露社會福利慈善事業基金會,0800305,臺中市西屯區協和里工業區九路二十六號,以舉辦社會福利慈善事業為宗旨,由維他露食品股份有限公司等捐助,"臺灣省政府社會處      中華民國八十年一月十五日","永  久",57000000.00,1,0900112,,,,,,,,
090法登他000010,1,2,李添興,636,0900115,0900115,0900115,17冊19頁,2,3,陳阿水,財團法人臺中市南屯區文山國民小學學校教育發展基金會,0840621,臺中市南屯區忠勇路九十七號,以提升學校教育品質為宗旨，充分運用社會資源協助臺中市南屯區文山國小改善學校環境，充實教學設備，推動教育研究，發展教育建設。,陳阿水等人捐助,臺中市政府　　中華民國八十四年三月十七日,永　久,3650000.00,1,0900115,,,,,,,,
