登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
085法登他000004,1,2,張茂寅,372,0850103,0850103,0850103,23冊37頁,2,7,各董事,財團法人基督之家,0581219,台北市青島東路五十一號三樓,以創辦「基督之家」並以傳揚恩惠福音為目的。,由創辦人、董事及信徒捐助,台北市政府民政局五十八年十二月十六日　北市民一字第一０四八二號通知准予設立,永久,10463605.00,1,0850103,0850112,0850112,,"代表法人之董事：各董事。
董事印鑑。",,,,
085法登他000006,1,2,張茂寅,267,0850103,0850104,0850104,19冊3頁,2,10,各董事,財團法人中華民國中山學術文化基金會,0550504,台北市永康街十三巷二十三號,為紀念　國父孫中山先生百年誕辰，獎勵及發揚有關　國父思想之學術及文化事業特創立中山學術文化基金，定名為財團法人中華民國中山學術文化基金會。,捐助,"教育部五十五年四月二十六日  台（五五）高字第三六六二號函",永久,65670000.00,1,0850104,0850112,0850112,,"代表法人之董事：各董事。
董事印鑑。
原組織及捐助章程第二、四、十三、十六、十九條修改經主管機關許可備
  查。",,,,
085法登他000007,1,2,張茂寅,1226,0850103,0850103,0850103,52冊11頁,1,3,林清波,財團法人中華民國營造業研究發展基金會,0761022,台北市忠孝東路四段二八五號十四樓,為結合營造業、學術界與政府，共同促進營造政策之研究發展，協助推動營造工程之自由化、合理化，提昇營造技術、品質、水準、塑建營造業良好形象，配合國家經建政策，貢獻社會。,由殷之浩、章民強、林清波、謝周賢、鄒祖焜、簡德耀、詹水木、白汝璧、楊金村等十二人共同捐助,"內政部七十六年九月十四日  台︵七六︶內營字第五二九四四二號函",永久,2200000.00,1,0850103,0850112,0850112,,繼任董事印鑑。,,,,
085法登他000008,1,2,張茂寅,501,0850103,0850119,0850119,27冊57頁,2,7,各董事,財團法人長庚紀念醫院,0620326,台北市敦化北路一九九號,本院不以營利為目的從事醫療事業，促進社會公益福利為宗旨。,由王永慶先生等捐助。,行政院衛生署六十二年三月八日　衛署醫字第二０六九四號函,永久,22005664036.00,1,0850119,0850126,0850126,,代表法人之董事：各董事。,,,,
085法登他000009,1,2,張茂寅,1704,0850103,0850103,0850103,68冊19頁,1,1,陳維昭,財團法人大學入學考試中心基金會,0820315,台北市羅斯福路四段一０七號三樓,以從事研究並改進大學入學之制度與命題技術為宗旨。,教育部及公私立大學暨獨立學院共同捐助。,"教育部八十二年二月二十六日  台︵八二︶社字第一０五０六號函",永久,515750000.00,1,0850103,0850112,0850112,,繼任董事印鑑。,,,,
085法登他000010,2,2,張茂寅,391,0850103,0850103,0850103,14冊28頁,,0,陳寬裕,社團法人台北市喜願協會,0830804,台北市中山區民權東路二段二六號十樓之三,發揚人類博愛之精神，協助社會上罹患絕症之病童，給予他們美夢成真的機會,社員繳納會費及其他捐款,"台北市政府社會局八十三年六月六日  北市社一字第二七七一三號函同意設立",永久,3200000.00,1,0850103,0850112,0850112,,,,,,
085法登他000011,1,2,張茂寅,1650,0850104,0850120,0850120,66冊31頁,,0,王令台,財團法人台北市私立王又曾社會福利事業基金會,0810508,台北市忠孝東路四段二一九號八樓,以辦理社會福利慈善等公益事業為目的。,以現金捐助,台北市政府社會局八十一年四月二十九日　北市社三字第一五八六五號函,永久,32000000.00,1,0850120,0850131,0850131,,,,,,
085法登他000012,1,2,張茂寅,1166,0850104,0850104,0850104,50冊11頁,,0,汪彞中,財團法人台北市瑠公農業產銷基金會,0750701,台北市忠孝東路一段十號,不以營利為目的辦理或協助關於台北市農業生產農產運銷調節市場供應、保護農業生態環境等之研究與推展工作，以提高農民所得，增進全民福祉為宗旨。,由創辦人台北市瑠公農田水利會捐助並接受社會各界之捐贈,台北市政府建設局七十五年六月二十五日　建三字第四四二三三號函,永久,1128470442.00,1,0850104,0850112,0850112,,,,,,
085法登他000013,1,2,張茂寅,1324,0850105,0850105,0850105,55冊31頁,,0,陳斗生,財團法人地工技術研究發展基金會,0770107,台北市南京東路四段五０號六樓之二,結合國內外熱心人士共同協助推廣大地工程技術提昇國內工程水準，以促進國家經濟建設為目的。,由地工技術雜誌社捐助及社會人士贊助。,"內政部七十七年十月二十日  台︵七七︶內營字第六四五二六一號函",永久,3000000.00,1,0850105,0850119,0850119,,,,,,
085法登他000015,1,2,張茂寅,559,0850105,0850105,0850105,29冊53頁,2,6,各董事,財團法人中國醫藥研究發展基金會,0630120,台北市重慶南路一段十號十樓一０一０室,旨在籌募基金，俾便延攬優秀之中西醫藥人才，使用最新之科學方法與設備，從事中國醫藥痼疾等之研究，以宏揚中國固有文化，提供人類維護健康之最大服務為目的。,捐助,行政院衛生署六十二年十二月十八日,永久,1000000.00,1,0850105,0850119,0850119,,"代表法人之董事：各董事。
董事印鑑。",,,,
