登記案號,序號,分事務所地址
113法登他000015,1,臺北市信義路四段２５號１１樓
113法登他000023,1,新北市樹林區大安路530號10樓
113法登他000072,1,臺中市西區柳川西路二段47號
113法登他000154,1,臺北分事務所：臺北市中山區大直街20巷18號
113法登他000154,2,臺中分事務所：臺中市北區進化北路369號7樓
113法登他000154,3,高雄分事務所：高雄市苓雅區中山二路412號3樓
113法登他000154,4,桃園分事務所：桃園市平鎮區延平路一段168號
113法登他000154,5,臺南分事務所：臺南市東區崇學路169、171號4樓
113法登他000221,1,臺中市烏日區九德里中山路一段144號
113法登他000261,1,臺北市大同區民權西路91號11樓之6
113法登他000261,3,南投縣南投市仁德路23號
113法登他000268,1,臺中市西屯區工業區三十七路２５號
113法登他000268,2,臺北市信義路三段１６２之２４號６樓
113法登他000279,1,臺中市太平區太興路10號
113法登他000279,2,臺中市太平區育德路167號
113法登他000294,1,南投縣埔里鎮西寧路70號
113法登他000294,2,南投縣草屯鎮中和路69號
113法登他000294,3,臺南市東區龍山里崇明路157號
113法登他000294,4,新北市三重區忠孝里正義南路89巷5號
113法登他000294,5,基隆市中正區正義路68號
113法登他000294,6,高雄市新興區林森一路152之9號
113法登他000294,7,高雄市大社區觀音里三民路234巷12號
113法登他000294,8,苗栗縣苗栗市嘉新里為民街470號
113法登他000294,9,屏東縣獅子鄉草埔村10號
113法登他000294,10,屏東縣獅子鄉草埔村35之1號
113法登他000294,11,高雄市旗津區中洲三路319之2號
113法登他000388,1,臺中市西區自由路一段140號4樓
113法登他000388,2,高雄市前金區中正四路211號
113法登他000388,3,臺南市中西區府前路一段155號之1
113法登他000388,5,桃園市桃園區中正路48巷2號
113法登他000388,6,新竹市林森路29號4樓
113法登他000388,10,嘉義市中山路306號5樓
113法登他000388,13,花蓮縣花蓮市公園路3號3樓
113法登他000388,14,臺東縣臺東市中華路一段373號3樓
113法登他000388,15,澎湖縣馬公市仁愛路24號2樓
113法登他000451,1,臺中市豐原區大湳里大勇街1號
