登記案號,序號,分事務所地址
113法登他000083,1,彰化縣員林市靜修路55號2樓
113法登他000123,1,彰化縣和美鎮新庄里東發路190號
113法登他000139,1,彰化縣花壇鄉花秀路166號
113法登他000143,1,彰化縣彰化市中華路176號
113法登他000143,2,彰化縣彰化市旭光路320號
113法登他000143,3,彰化縣二林鎮大成路一段558號
113法登他000143,4,彰化縣鹿港鎮鹿東路二段888號
113法登他000143,5,彰化縣鹿港鎮中正路480號
113法登他000143,6,彰化縣鹿港鎮永安二路37號
113法登他000143,7,雲林縣西螺鎮市場南路375號
113法登他000143,8,彰化縣員林市莒光路456號
113法登他000143,9,彰化縣彰化市中山路一段366號
113法登他000143,10,南投縣南投市中興路870號
113法登他000143,11,彰化縣二林鎮安和街40巷28號
113法登他000143,12,彰化縣鹿港鎮永安二路37號五至七樓
113法登他000143,13,雲林縣西螺鎮市場南路371號第五、六樓層
113法登他000143,14,彰化縣彰化市建寶街20號五至七樓
113法登他000143,16,雲林縣西螺鎮市場南路373號
113法登他000143,17,南投縣南投市中興路870號十樓
