登記案號,序號,分事務所地址
113法登他000030,1,台中市西區自由路1段140號4樓
113法登他000030,2,高雄市前金區中正四路211號
113法登他000030,3,台南市中西區府前路1段155號之1
113法登他000030,4,桃園市桃園區中正路48巷2號
113法登他000030,5,新竹市林森路29號4樓
113法登他000030,9,嘉義市中山路306號5樓
113法登他000030,12,花蓮縣花蓮市公園路3號3樓
113法登他000030,13,台東縣台東市中華路1段373號3樓
113法登他000030,14,澎湖縣馬公市仁愛路24號2樓
113法登他000119,1,台北市大安區信義路4段1號3樓
113法登他000126,1,高雄市內門區內南里大學路200號
113法登他000213,1,高雄市前鎮區三多三路二一七號十六樓
113法登他000213,2,桃園縣中壢市元化路三五七號十樓
113法登他000257,1,"基隆市中正路611號8樓Ａ室     南投市營北路243號"
113法登他000257,2,"桃園市民生路148號4樓         新竹市南大路271號6號"
113法登他000257,3,"台南市長榮路2段157號3樓     嘉義市中正路360號8樓"
113法登他000257,4,"苗栗市中正路863號6樓         彰化市中正路1段141號"
113法登他000257,5,"花蓮市三民街28之1號4樓       屏東市民生路3之17號2樓"
113法登他000257,6,"宜蘭市農權路2段30號2樓       台東博愛路490號3樓"
113法登他000257,7,高雄市鼓山區華營路409號
113法登他000257,8,台中市三民路3段144號6樓之1
113法登他000257,9,台中市豐原區東陽里福德巷26巷25號
113法登他000320,34,台北市中山區建國北路2段115號7樓
113法登他000320,35,高雄市鼓山區龍水里中華一路2300號
113法登他000320,36,新北市板橋區萬板路476號4樓
113法登他000320,37,宜蘭縣宜蘭市民權新路1-2號
113法登他000320,38,桃園市桃園區中平路102號15樓
113法登他000320,39,新竹縣竹北市成功六街163號
113法登他000320,40,苗栗市北苗里站後南路13號
113法登他000320,41,台中市豐原區南陽路85號
113法登他000320,42,彰化縣彰化市中央路184號12樓之12
113法登他000320,43,南投縣南投市玉井街38號
113法登他000320,44,雲林縣斗六市南京路426-1號
113法登他000320,45,嘉義縣太保市健康路181號
113法登他000320,48,屏東縣屏東市瑞光路2段290號
113法登他000320,49,花蓮縣花蓮市中原路374號
113法登他000320,50,台東縣台東市四維路1段381號
113法登他000320,51,澎湖縣馬公市朝陽路146號1樓
113法登他000320,52,基隆市中正區義一路59號5樓
113法登他000320,53,新竹市西大路772號2樓
113法登他000320,55,嘉義市西區興達路226號
113法登他000320,56,台南市中華西路1段137巷103號
113法登他000320,57,金門縣金湖鎮伯玉路3段379號2樓
113法登他000320,58,高雄市苓雅區興中一路62號5樓
113法登他000320,59,連江縣南竿鄉馬祖村42號
113法登他000354,2,"台東市中興路一段110號　　   　     　　     　台北市大安區羅斯福路2段75號8樓"
113法登他000354,3,"新北市新店區順安街2號B1　　  　      　　桃園市龍潭區百年一街2巷10號"
113法登他000354,4,"苗栗縣苗栗市中正路63之1號  　  　　　      台中市西區三民路1段174號11樓"
113法登他000354,6,"台南市中西區臨安路1段89號2樓　　　     高雄市苓雅區凱旋一路3號3樓"
113法登他000354,7,"屏東縣鹽埔鄉新圍村德二街42號　　　   花蓮市中美十街39號"
113法登他000354,8,"彰化縣員林鎮靜修路55號2樓     　     　 　　宜蘭縣宜蘭市三清路2之1號"
113法登他000354,9,"新竹縣竹北市自強五路279號3樓　　　        雲林縣斗六市北平路192號"
113法登他000354,10,南投縣名間鄉彰南路145之1號
113法登他000358,1,苗栗市恭敬里十二鄰聯工一號（國立聯合技術學院校內）
113法登他000428,1,台中市北區學士路91號
113法登他000436,1,高雄市前金區中正四路230號3樓
113法登他000440,1,台中市南屯區五權西路2段668號5樓
113法登他000440,2,高雄市苓雅區四維四路22號11樓之1
113法登他000440,3,新北市板橋區四川路2段16巷10號3樓
113法登他000440,4,新竹市和平路142號2樓
113法登他000440,5,台南市東區東門路3段253號3樓
113法登他000440,6,桃園市復興路70號3樓
113法登他000440,7,苗栗市站前1號4樓
113法登他000440,8,嘉義市友愛路562號4樓
113法登他000440,9,高雄市鳳山區光遠路406號2樓
113法登他000440,10,宜蘭縣羅東鎮民族路32號
113法登他000440,11,花蓮縣花蓮市中興路243號5樓
113法登他000440,12,基隆市孝二路39號4樓之2
113法登他000440,13,南投縣草屯鎮登輝路335號
113法登他000440,14,屏東縣屏東市光復路114之1號
113法登他000467,1,台中市西區自由路1段140號4樓
113法登他000467,2,高雄市前金區中正四路211號
113法登他000467,3,台南市中西區府前路1段155號之1
113法登他000467,4,桃園市桃園區中正路48巷2號
113法登他000467,5,新竹市林森路29號4樓
113法登他000467,9,嘉義市中山路306號5樓
113法登他000467,12,花蓮縣花蓮市公園路3號3樓
113法登他000467,13,台東縣台東市中華路1段373號3樓
113法登他000467,14,澎湖縣馬公市仁愛路24號2樓
113法登他000539,1,台北市四維路52巷24弄2之2號
113法登他000549,29,台南市東區林森路2段192巷25號（台南市委員會）
113法登他000549,36,雲林縣斗六市府前街62號（雲林縣委員會）
113法登他000549,37,連江縣南竿鄉介壽村63號（連江縣委員會）
113法登他000549,40,嘉義市大業街88號（嘉義市委員會）
113法登他000549,42,花蓮縣花蓮市公園路27號（花蓮縣委員會）
113法登他000549,43,屏東縣屏東市公勇路99號2樓（屏東縣委員會）
113法登他000549,44,嘉義縣朴子市祥和一路西段2號（嘉義縣委員會）
113法登他000549,54,南投縣南投市祖祠東路166號（南投縣委員會）
113法登他000549,58,澎湖縣馬公市治平路28-1號（澎湖縣委員會）
113法登他000549,60,台東縣台東市民族里博愛路430號（台東縣委員會）
113法登他000549,61,桃園市桃園區成功路2段149號1樓（桃園市委員會）
113法登他000549,62,基隆市義西路10號（基隆市委員會）
113法登他000549,63,新竹市東區經國路1段379巷5號1樓（新竹市委員會）
113法登他000549,64,台中市西屯區大隆路40號（台中市委員會）
113法登他000549,65,宜蘭縣宜蘭市女中路27號（宜蘭縣委員會）
113法登他000549,66,新北市板橋區中山路1段50巷17號3樓（新北市委員會）
113法登他000549,67,台北市中山區八德路2段232號地下1樓（國軍退除役人員黨部委員會）
113法登他000549,68,高雄市三民區建國一路463號（高雄市委員會）
113法登他000549,69,台北市中山區長春路5號（台北市委員會）
113法登他000549,70,苗栗縣苗栗市自治路518號（苗栗縣委員會）
113法登他000549,74,彰化縣彰化市中山路2段349號10樓之1（彰化縣委員會）
113法登他000549,75,新竹縣竹北市縣政二路101號（新竹縣委員會）
113法登他000549,76,金門縣金城鎮民權路154號（金門縣委員會）
113法登他000581,1,台北市大安區信義路3段162之24號6樓
113法登他000683,1,宜蘭縣五結鄉利福段下福東路26－1號
113法登他000772,1,"490 Post Street, Suite 711, San Francisco, CA 94102, United States of America."
113法登他000782,1,台北市北投區立德號123號（台北捐血中心）
113法登他000782,2,台南市中西區永福路1段85號（高雄捐血中心台南捐血站）
113法登他000782,3,基隆市信義區信一路14號1樓（台北捐血中心基隆捐血站）
113法登他000782,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
113法登他000782,6,桃園市桃園區文康街61號、63號（新竹捐血中心桃園捐血站）
113法登他000782,7,苗栗縣苗栗市為公路282號1樓、292巷1號1樓（新竹捐血中心苗栗捐血站）
113法登他000782,8,台中市西屯區台灣大道4段1176號（台中捐血中心）
113法登他000782,9,彰化縣彰化市中山路1段348號（台中捐血中心彰化捐血站）
113法登他000782,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
113法登他000782,11,花蓮縣花蓮市中山路1段170號（台北捐血中心花蓮捐血站）
113法登他000782,12,屏東縣屏東市忠孝路295號（高雄捐血中心屏東捐血站）
113法登他000782,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
113法登他000782,14,雲林縣斗六市公誠里漢口路187號（台中捐血中心雲林捐血站）
113法登他000782,15,宜蘭縣宜蘭市擺厘路16-7號（台北捐血中心宜蘭捐血站）
113法登他000782,16,新北市板橋區雙十路3段27號2樓（台北捐血中心板橋捐血站）
113法登他000782,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
113法登他000782,18,嘉義市西區博愛路1段486、488、490號（高雄捐血中心嘉義捐血站）
113法登他000782,19,台東縣台東市四維路3段198號（高雄捐血中心台東捐血站）
113法登他000857,1,基隆市信義區東信路178號1樓
113法登他000857,2,臺北市中正區桃源街21號
113法登他000857,3,新北市土城區金城路2段249號
113法登他000857,4,台北市士林區士東路190之1號4樓
113法登他000857,5,桃園市桃園區正光路898號4樓
113法登他000857,6,新竹縣竹北市興隆路2段161號
113法登他000857,7,苗栗縣苗栗市中正路1149號1樓
113法登他000857,8,台中市西區自由路1段91號5樓
113法登他000857,9,彰化縣員林市中山路2段240號
113法登他000857,10,南投縣南投市中興路757號2樓
113法登他000857,11,雲林縣虎尾鎮明正路42號
113法登他000857,12,嘉義市林森東路286號2樓
113法登他000857,13,台南市安平區健康路3段310號3樓東側
113法登他000857,14,高雄市前金區中正四路249號
113法登他000857,15,屏東縣屏東市棒球路10號
113法登他000857,16,台東縣台東市浙江路310號1樓
113法登他000857,17,花蓮縣花蓮市府前路15號
113法登他000857,18,宜蘭縣宜蘭市縣政西路3號
113法登他000857,19,澎湖縣馬公市西文里西文澳309號
113法登他000857,20,金門縣金城鎮民權路178號1樓
113法登他000857,21,連江縣南竿鄉復興村210號1樓
113法登他000857,22,高雄市橋頭區經武路868號
113法登他000880,2,"台東市中興路一段110號　　   　     　　     　台北市大安區羅斯福路2段75號8樓"
113法登他000880,3,"新北市新店區順安街2號B1　　  　      　　桃園市龍潭區百年一街2巷10號"
113法登他000880,4,"苗栗縣苗栗市中正路63之1號  　  　　　      台中市西區三民路1段174號11樓"
113法登他000880,6,"台南市中西區臨安路1段89號2樓　　　     高雄市苓雅區凱旋一路3號3樓"
113法登他000880,7,"屏東縣鹽埔鄉新圍村德二街42號　　　   花蓮市中美十街39號"
113法登他000880,8,"彰化縣員林鎮靜修路55號2樓     　     　 　　宜蘭縣宜蘭市三清路2之1號"
113法登他000880,9,"新竹縣竹北市自強五路279號3樓　　　        雲林縣斗六市北平路192號"
113法登他000880,10,南投縣名間鄉彰南路145之1號
113法登他000884,1,高雄市三民區博愛一路372號5樓
113法登他000884,2,新竹市東南街142巷28號
113法登他000884,3,桃園市平鎮區環南路2段192巷1號
113法登他000894,1,台東市長沙街三０三巷一號
113法登他000919,1,臺中市西屯區西屯路二段256巷6號四樓之1
113法登他000919,2,高雄市前鎮區二聖一路288號三樓
113法登他000923,1,臺中市西區美村路一段123號
113法登他000926,1,新北市新店區行政街10巷6至8號及12巷4至6號
113法登他000938,1,台中市民族路92號4樓之2
113法登他000938,2,高雄縣鳥松鄉大埤路36之76號
113法登他000993,1,新竹縣竹北市華興街136號1樓之2
113法登他000993,3,台中市西區美村路1段30號3樓
113法登他000993,7,高雄市苓雅區中正一路249號4樓之2
113法登他000993,10,台北市信義區松隆路102號3樓之2
113法登他001045,1,台中市西區三民西路六一號
