登記案號,序號,分事務所地址
113法登他000007,1,台南市安南區安和路6段126巷56號
113法登他000077,1,台南市中西區民族路二段76之10號15樓
113法登他000081,1,臺南市新市區永新路78號（新市分院）
113法登他000105,1,台南市東區崇學路169號4樓
113法登他000126,1,台南市永康區中正北路711號
113法登他000175,1,台北市杭州南路一段63號2樓之1
113法登他000195,1,台南市分所：台南市中西區府前路一段155號之1
113法登他000195,2,台中市分所：台中市西區自由路一段140號4樓
113法登他000195,3,高雄市分所：高雄市前金區中正四路211號
113法登他000195,4,桃園市分所：桃園市桃園區中正路48巷2號
113法登他000195,5,新竹市分所：新竹市林森路29號4樓
113法登他000195,9,嘉義市分所：嘉義市中山路306號5樓
113法登他000195,12,花蓮縣分所：花蓮縣花蓮市公園路3號3樓
113法登他000195,13,台東縣分所：台東縣台東市中華路一段373號3樓
113法登他000195,14,澎湖縣分所：澎湖縣馬公市仁愛路24號2樓
113法登他000207,1,嘉義市大業街40巷8號
113法登他000236,1,台南市南區大同路2段136巷10號1樓之5
113法登他000236,2,高雄市鳳山區濱山街6之6號
113法登他000236,3,桃園市中壢區環西路83號
113法登他000236,4,新竹市經國路一段343之1號4樓
113法登他000236,5,宜蘭縣宜蘭市舊城西路12號2樓
113法登他000236,6,花蓮縣花蓮市建華路65巷7號
113法登他000236,7,台北市光復北路60巷19之6號地下樓
113法登他000236,8,新北市三峽區國光街12巷10號1樓
113法登他000236,9,嘉義市西區貴州街123號
113法登他000236,10,嘉義縣竹崎鄉鹿滿村鹿山路60號
113法登他000236,11,苗栗縣大湖鄉和平路28號
113法登他000236,12,南投縣南投市信義街5巷1號3樓
113法登他000236,13,彰化縣和美鎮東發路190號
113法登他000236,14,雲林縣北港鎮新德路108號
113法登他000236,15,屏東縣東港鎮中正路一段10之1號
113法登他000236,16,台東縣台東市山西路一段458號
113法登他000236,17,台中市潭子區大豐路二段1號
113法登他000239,1,台北市內湖區民權東路六段296巷67號
113法登他000239,2,桃園市龜山區文興路39號12樓
