登記案號,序號,職稱,姓名,網站連結
088法登他000001,1,董事長,李庭墨,https://aomp109.judicial.gov.tw/judbp/whd6k/q/I_u4MhMnM6BxQYbgOlCqTCWpepJYPEcwWjS7NydUYbf15TYxRBwszHH5jA==
088法登他000001,2,常務董事,陳懋陽,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UnP7-Nle3oVhAc-Cj3p0UPOWY-ilmQqfGAiPEHwudWHUaWMY26fBvqJzsQ==
088法登他000001,3,常務董事,黃榮德,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mZpU_cm9cuGOw5FxmSb7bXdP3yKpxCHiYHsiaQ26L8k_RmmNDf_ovvQ0_Q==
088法登他000001,4,"董  事",葉秋亮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rQ2ESUZxs8iG2u0TmnoxUxbiGzO5F61co6z3_rqosT3-mrC9w3kEXmT5Qw==
088法登他000001,5,"董  事",賴信義,https://aomp109.judicial.gov.tw/judbp/whd6k/q/H91GRxnEeUmA4ZCz1LgJa5sZydRT__1U_M63fpjNBVUWcNJwM2_GXTMTqw==
088法登他000001,6,"董  事",吳明地,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kJbDEbVI8d7dgNRXggfps0XIMVH6qtlZOFrhO2K3JCH4iCpPiLgsasT1kg==
088法登他000001,7,"董  事",李正良,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YOHcR7BVo4RUbRXClspzJM1LdpbCj8Uoss_zF-6hHuD6pgKfdbdgDaGpYQ==
088法登他000001,8,"董  事",曾貞輝,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oz8RdljGcORrVHNUoH3crQaDoTrJGAXEu_hiImyhLl8xGosWcXPQ0y_Zvw==
088法登他000001,9,"董  事",詹玉露,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sonX2gKn_fDucFbiD1Hxv7FKJ4EHDwfKDLS5dIv3av7gGjdh4gBaMoDTjg==
088法登他000001,10,"董  事",白鍚銘,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4jK_YdwC9PQBEeVTQ4GT7mTQ-1SGa-whpDFMIJ3RpIsHNKhT4gV32XKhFg==
088法登他000001,11,"董  事",蕭炳亮,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TPBbS3B6Xkj3ja_0073X6CBtTYVGO6JezE_Dl5i7Wwi_UfKTl9FRrGXlAw==
088法登他000001,12,常務監事,林明權,https://aomp109.judicial.gov.tw/judbp/whd6k/q/I45r81RoLjdCbNXQ_ViMnXFf23praXqkgIud9vESWJbOj1czukqY5UPtWA==
088法登他000001,13,"監  事",李益仁,https://aomp109.judicial.gov.tw/judbp/whd6k/q/YvRghYU8W_JUcl8WpNNUy4ZP6pJD-Gg3phBAppcsXUyZvFwmnTOfimEFjw==
088法登他000001,14,"監  事",黃惠珠,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2zqGTQVh75oZR9o-ohUYS-hMQtgOVNsJygP_Hr58mut_Wfi-MTb0ZE2R8w==
088法登他000002,1,董事長,林秋堂,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HhMZ8UHKUbKjXPE6WzJEjMQdYYoFBlepczeLCS3jxD7ovjixbnpswqSheg==
088法登他000002,2,副董事長,王金墻,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8jSO4V2e92roBWB4Rr5pRVLB7oJRckJBYCO-zjm4GxKkbMJ8nQMpzOXcJw==
088法登他000002,3,常務董事,張敏政,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_9kM5uoWjTzv2URldouiUGPX0mgMWMBLvrLkSlr8hNqzvnfUzkJDXe1Vcw==
088法登他000002,4,常務董事,王子真,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vOQunHSeRtJWqnrCS6jfjS6m-SjpqoXfz7XXvl_vAzb8PbFNCop4fQ7_Ag==
