登記案號,序號,分事務所地址
088法登他000017,1,台北市信義路三段一六二號六樓
088法登他000017,1,台北市信義路三段一六二號六樓
088法登他000017,2,台中市國光路二五０之二號
088法登他000017,2,台中市國光路二五０之二號
088法登他000023,1,高雄市自強二路一七０號八樓
088法登他000023,2,高雄市三民區九如二路二四八號
088法登他000041,1,高雄市苓雅區五福三路一四九之一號七０四室
088法登他000048,1,台北市信義路一六二號六樓
088法登他000048,1,台北市信義路三段一六二號六樓
088法登他000048,2,台中市國光路二五０之二號
088法登他000048,2,台中市國光路二五０之二號
088法登他000053,1,高雄市市中一路一六七號五樓
088法登他000053,2,台中市中港路一段三九三號八樓
088法登他000095,1,台北市信義路三段一六二號六樓
088法登他000095,1,台北市信義路三段一六二號六樓
088法登他000095,2,台中市工業區三十七路二五號
088法登他000095,2,台中市國光路二五０之二號
088法登他000110,1,台中縣豐原市豐年路15號
088法登他000118,1,高雄市自強二路一七０號八樓
088法登他000118,2,高雄市三民區九如二路二四八號
